,Description,Platform,Price,Product
5184,Organize and manage your fonts in PC.,Windows,Free,NexusFont Portable
5185,Modify your disk drive's Volume Serial Number.,Windows,Free to try,2Tware Volume Serial Number Changer
5186,"XBOX ONE, PS4 AND PC CHEATS!Looking for ALL Grand Theft Auto V Cheats? Then this app is what you're looking for! This app makes it quick and easy...",iOS,Free,All Cheats For GTA 5
5187,Create Lion Recovery on an external drive.,Mac,Free,Apple Lion Recovery Update
5188,"Batch-unzip many zip files, unzip each zip to its own subfolder or in one folder.",Windows,Free to try,Unzip Multiple Zip Files At Once Software
5189,View RAM and page file size.,Windows,Free,MemStats
5190,Type massive amounts of data perfectly in no time.,Windows,Free,Cookie Auto Typer and Clicker
5191,Recover RAR passwords using multi-core or distributed technology.,Windows,Free to try,Parallel Password Recovery (RAR module)
5192,Reset/remove login password for local accounts and administrator for Windows system.,Windows,Free to try,Renee PassNow
5193,"Search, find, and delete empty folders from your computer.",Windows,Free,Puran Delete Empty Folders
5194,Take total control of System Restore's hidden settings.,Windows,Free to try,System Restore Control
5195,"Remap your keys, mouse buttons, and key combinations.",Windows,Free to try,Key Manager
5196,Restore and recover deleted data.,Windows,Free to try,Restorer2000
5197,Copy large amounts of data and access big folders.,Windows,Free,Snowbird
5198,View and modify textual comments included in JPEG files.,Mac,Free,Edit JFIF Comment
5199,"Use your device's camera LED, flash, or screen as a torch.",Android,Free,Torch
5200,a superb source for quick answers to clinical questions,Windows,$39.95,Pocket Companion to Robbins and Cotran Pathologic Basis of Disease
5201,software to combine files,Windows,Free,Advanced File Joiner
5202,Log and manage your files with various features.,Windows,Free to try,XFile
5203,Get a strategy game of the history of human civilization.,Windows,Free,Freeciv Portable
5204,"Find out what applications, processes, and files are running on your PC.",Windows,Free,What's Running
5205,The application that turns your iPhone into a real webcam! No further software or hardware required. Just push the 'Start button and the...,iOS,Free,Mini WebCam
5206,Clean the computer RAM and optimize the performance.,Windows,Free,Sirius RAM Cleaner
5207,Distributed COM support for Microsoft Windows 98,Windows,Free,Microsoft DCOM
5208,NetGuard is a new surveillance app for remote DVR and IP camera viewing.What's unique about NetGuard?1. Multi-View: Why save the best for last? As...,iOS,Free,NetGuard
5209,"Explore, test, and debug BACnet networks and devices.",Windows,Free to try,CAS BACnet Explorer
5210,Run programs at system start-up or shutdown.,Windows,Free to try,Xecutor
5211,Modify file and folder attributes in an easy way.,Windows,Free to try,Attribute Manager
5212,Print various document into multiple pages.,Windows,Free to try,Print Expander
5213,Switch off your computer automatically.,Windows,Free,Auto Shut Down
5214,"Open compressed, encoded, or even password protected archives.",Windows,Free,StuffIt Expander 2011 for Windows x86
5215,K-Keyboard is an iOS keyboard extension app which is fast & beautiful designed for Khmer input on iOS system. You just simply install and enabled...,iOS,Free,K-Keyboard 5 Row
5216,Prevent Windows crashes and repair Registry errors in real-time.,Windows,Free to try,Kerish Doctor 2017
5217,Fine-tune system settings or adjust system and memory clocks and voltages in a Windows environment.,Windows,Free,EasyTune
5218,Calculate hash/checksum and HMAC values for any file.,Windows,Free to try,Hyper Hasher Suite
5219,Analyze and view your remote connections.,Windows,Free,mRemoteNG Portable
5220,"Folder Lock lets you password-protect your personal files, photos, videos, documents, contacts, wallet cards, notes and audio recordings in Windows Phone.",Windows,Free,Folder Lock Free for Windows 10
5221,Recover lost or deleted photos.,Windows,Free,Gihosoft RePicvid
5222,Migrate files from Windows XP/Vista to Windows 7.,Windows,Free,Windows 7 Migration Utility Basic
5223,Make the computer repeat mouse clicks for you automatically.,Windows,Free to try,Auto Mouse Clicker
5224,Fun and easy media cataloging.,Mac,Free to try,DiskLibrary
5225,Monitor your hard drive condition and temperatures on your Google sidebar.,Windows,Free,HDDlife plug-in for Google Desktop
5226,Manage user and group accounts on your MS Windows XP Home edition.,Windows,Free to try,XP Home User Manager
5227,Diagnose potential issues causing your computer's slow performance.,Windows,Free to try,Program Sleuth
5228,Browse shadow copy files and retrieve versions of files.,Windows,Free,ShadowExplorer Portable
5229,Graphs disk space consumption and highlights old files.,Mac,Free,JDiskReport
5230,Set usage limitation and alarms for computer processes.,Windows,Free,Usage Monitor
5231,Reduce your large PST files' size.,Windows,Free to try,SysInfoTools PST Compress and Compact
5232,Reduce your large PST files' size.,Windows,Free to try,SysInfoTools PST Compress and Compact
5233,Scan and repair PC registry errors and boost PC performance.,Windows,Free to try,1-Click-Fix
5234,Calculate dates and time of deadlines.,Windows,Free,Date Calculator
5235,Fix the .Jar association on Windows,Windows,Free,Jarfix
5236,Automate the creation of emergency repair disks.,Windows,Free to try,PCThrust
5237,Speed up your downloads from various video sites.,Windows,Free,SpeedyiTunes
5238,Test components of your PC simultaneously for endurance and reliability.,Windows,Free to try,BurnInTest Professional (64-bit)
5239,Create truncated copy of a .pst file that reached over 2 GB for future retrieval.,Windows,Free,Exchange 2000 Tool: PST2GB
5240,Print from a remote desktop session to your local printer.,Windows,Free to try,TerminalWorks TSPrint
5241,Protect your data and computer system using your face.,Windows,$24.50,FaceGate
5242,Restore lost data from Multi Media Card used by digital cameras.,Windows,Free to try,F-Recovery for MultiMediaCard
5243,Uncover passwords hidden behind asterisks.,Windows,Free to try,Thegrideon Asterisk Password Recovery
5244,Cleans and optimizes your entire system to get the best performance out of your PC.,Windows,Free,DL Cleaner Lite
5245,Synchronize and access your computer from any remote computer.,Windows,Free to try,Migo
5246,Want to hear WHO is calling? Want your iPhone to say the NAME of every caller?Download FREE CALLER ID RINGTONES today!FREE CALLER ID RINGTONES...,iOS,Free,Free Caller ID Ringtones - HEAR who is calling
5247,Get the specifications for any Apple computer that has ever been released.,Mac,Free,AppleSpecDatabase
5248,Repair Microsoft Project files of MPP format in all instances of corruption.,Windows,$27.00,Project Recovery Toolbox
5249,"Set some conditions to switch off, restart, or hibernate your computer.",Windows,Free,Chameleon Shutdown
5250,Merge and convert TIF/TIFF files from one compression mode into another.,Windows,Free to try,CrackTiff
5251,Recover your photos and videos.,Mac,Free to try,MediaRECOVER
5252,Browse the large and growing number of Apps.,Android,Free,MobiGo Market
5253,Mount CD or DVD images by clicking at the image files in Windows Explorer.,Windows,Free,WinCDEmu Portable
5254,Allow you to add new page to explorer properties.,Windows,Free,SKTimeStamp (64-bit)
5255,Control and manage your Windows PC from an android phone.,Windows,Free,Unified Remote Server Portable
5256,"Move, resize, copy, create, and recover hard drive partitions.",Windows,Free,MiniAide Magic Partition Home Edition
5257,Monitor and report about processors functionality. ,Windows,Free,TMonitor
5258,Get Windows product key from live or dead computers.,Windows,Free to try,Boncut Product Key Finder
5259,Transfer files between two PCs connected over LAN.,Windows,Free,Dukto Portable
5260,Make sure no program wakes up your monitor while it is in a sleep mode.,Windows,Free,Super Sleep
5261,Handle and edit image files.,Windows,Free,Apache3
5262,Get Mac OS Runtime for Java to run Java apps and applets.,Mac,Free,Apple MRJ
5263,Recover damaged or corrupted JFS files.,Windows,Free to try,Kernel--JFS Partition Recovery
5264,"Compress PowerPoint, Word, Excel, PDF, and image files.",Windows,Free to try,FileMinimizer Suite
5265,"OVER 40 AMAZING FONTS THAT CAN BE USED ANYWHERE! g, f, , ... g ...Work on all apps!Features: 40+ Amazing fonts Custom your own font style Share via...",iOS,Free,"Awesome Fonts - 40 fonts for Whatsapp, Viber, Instagram & More"
5266,WARNING. Huawei P20 EML-xxx all versions not supported. Huawei P20 Pro CLT-xxx all versions not supported. Huawei Mate 10 ALP-xxx upgraded to...,Android,Free,DC Huawei Bootloader Codes
5267,"recover harddisk space taken up by temporary, cahce and backup files",Windows,Purchase,Space Saver
5268,Refresh hard disk signal even when Windows is running.,Windows,Free,DiskFresh
5269,"Synchronize playlists, music, podcasts, and photos onto mobile devices.",Windows,Free to try,Salling Media Sync
5270,Automate mouse clicks at specified intervals.,Windows,Free to try,Advanced Mouse Auto Clicker
5271,"Create standard and slim covers for CD, DVD, VHS, Blue Ray, Playstation, PS3, PSP, XBox, and Wii.",Windows,Free,DVD Slim Free Portable
5272,Delete folder contents easily.,Windows,Free,Folder Clearer
5273,Manage Active Directory accounts and generate reports.,Windows,Free,AD Inspector
5274,Extract archived files on your Mac easily.,Mac,Free,RAR Extractor Lite
5275,Keep your drivers up to date.,Windows,Free,Snaildriver 2 Lite
5276,Store temporary data on fast in-memory disks and get higher performance and accessibility.,Windows,Free,SoftPerfect RAM Disk
5277,Move app in the easiest way.,Android,Free,Move app to SD card
5278,Get an extensible and customizable text editor.,Linux,Free,Emacs for Linux
5279,Combined notepad and clipboard manager.,Mac,Free,QuickNote
5280,Get your monthly download limit you have used.,Windows,Free,Optus Usage Meter
5281,"Edit INI files, save and organize passwords using encrypted INI file.",Windows,Free to try,INI-Edit
5282,info required by psychiatry trainees on the wards or on-call,Windows,$39.95,Oxford Handbook of Psychiatry
5283,Latest updates to Microsoft Office XP,Windows,Free,Microsoft Office Web Components
5284,Create and remove hard drive partitions on the fly.,Mac,Free to try,DiskStudio
5285,Prevent unauthorized changes to important system-wide settings and programs.,Windows,Free,Security Check
5286,"Ask it questions, tell it to do things, it's your own personal Google, always ready to help.",iOS,Free,Google Assistant
5287,Repair your system Registry.,Windows,Free to try,DaRO Registry Fixer 2006
5288,Keep track of the files you've been using and get fast access to them.,Mac,Free to try,Blast
5289,"*Q-Sees QS View for iPhone puts the power of peace-of-mind literally at your fingertips. *Designed to work with our QS-series security DVRs, it...",iOS,Free,Q-See QS View
5290,Edit your Windows shortcuts in batches.,Windows,Free,Shortcut Batch Edit
5291,Back up and upgrade your hard disk and images.,Windows,Free to try,Paragon Drive Backup (Personal Edition)
5292,Find and update old or missing drivers automatically to resolve and prevent device malfunctions.,Windows,Free to try,TweakBit Driver Updater
5293,Decompress RAR archives.,Windows,Free,Free Unrar
5294,Display and export VCard file contacts.,Windows,Free,VCardExportTool
5295,"Converts IP address to hexadecimal, decimal, and binary format.",Windows,Free,IP Address Converter
5296,Monitor your system resources and performance.,Mac,Free,XRG
5297,"Scan and weed Safari bookmarks for dead links, duplicates.",Mac,Free to try,Safari Prairiefire
5298,Find duplicate files and folders on your PC.,Windows,Free,Duplicate Commander Portable
5299,Recover Data from SD Card on Mac.,Mac,Free,Free Mac SD Card Data Recovery
5300,Retrieve and fix corrupted Microsoft Access files.,Windows,$199.00,Kernel Access - Corrupt Database Repair
5301,Rename multiple files and folders and change timestamps and system attributes.,Windows,Free,File Attribute Changer
5302,"Migrate files, e-mail, pictures, and settings between your PCs.",Windows,Free,Windows Easy Transfer for XP (64-Bit)
5303,Back up folders and files as a straight copy or to a compressed ZIP or 7z.,Windows,Free,Simple Data Backup
5304,Monitor the status of the UPS.,Windows,Free,UPS Assistant
5305,Get a titanium PowerBook firmware update.,Mac,Free,Apple PowerBook G4 DVD-ROM
5306,Create DVDs out of MPEG files with NTSC or PAL menus.,Windows,Free,DVDStyler Portable
5307,Scan and reallocate your files.,Windows,Free to try,Windows Data Rescue Tool
5308,Back up your files and data to the cloud storage.,Windows,Free,SurDoc Desktop
5309,Grant permissions to apps temporarily.,Android,Free,Bouncer - Temporary App Permissions (Beta)
5310,Optimize your Windows settings and Internet connection speed.,Windows,Free to try,Okoker Internet Accelerator
5311,Restore and back up your hard disk.,Windows,Free to try,O&O DiskImage Professional
5312,Extend your clipboard functions with encryption and search features.,Windows,Free to try,Yankee Clipper X
5313,"Check your battery health, wear out, specs and status.",Windows,Free,Battery Lifemeter
5314,Dispose on each working device of applications that will be executed remotely.,Windows,Free to try,AppliDis Seamless Client
5315,Create keyboard shortcuts using almost any keys.,Windows,Free to try,Clavier+
5316,Access the files you're looking for.,Windows,Free to try,ESP
5317,Find and release file and folder locks.,Windows,Free,UnlockMe
5318,"Calculate MD5, SHA1, CRC32 checksum and batch check multiple files.",Windows,Free,Checksum Calculator
5319,"Rotate the view of individual or ranges of PDF pages to either 0, 90, 180, or 270 degree angle.",Windows,Free to try,PDF Rotate Pages 
5320,"Use AirPort Utility to manage your Wi-Fi network and AirPort base stations, including AirPort Express, AirPort Extreme, and AirPort Time Capsule...",iOS,Free,AirPort Utility
5321,Recover and restore files.,Windows,Free to try,Before and After format
5322,Makes taking screenshots of individual apps and windows or the entire desktop quick and easy.,Mac,$2.99,Screenshot Grab
5323,Create hot-key shortcuts to run commands and start programs.,Windows,Free to try,Key Launcher
5324,Zip the files you attach to your Outlook messages.,Windows,Free,EaZip
5325,View and save your computer's system information.,Windows,Free,Flitskikker InfoTool
5326,"IZArc the well-known freeware archive utility for PC is now available for iPhone, iPad and iPod Touch. IZArc can preview and extract files from...",iOS,Free,"IZArc - Extract files from ZIP, RAR and 7-ZIP archives."
5327,Calculating the dimensions of a Moxon Rectangle antenna. ,Windows,Free,Transmission Line Details
5328,Stop a named process from a command line.,Windows,Free,KillNamedProcess
5329,Scan and decode QR and bar codes of different formats.,Android,Free,QR and Bar Code Scanner
5330,Monitor free disk space on hard drives and other system information.,Windows,Free,FreeSpace XP
5331,Print or export/save a directory file list.,Windows,Free,DirPrintAdv
5332,Fix Java issues.,Mac,Free,Apple QuickTime 7.1.6 Security Update
5333,Obtain hash code of a file and copy to clipboard.,Windows,Free,MD5 Hash Viewer
5334,Incorporate all the communication alternatives available at an enterprise level into a unique solution.,Linux,Free,Elastix Beta for Linux (32-bit)
5335,Fix system errors and speed up your PC.,Windows,Free,Fix PC Plus
5336,"Find, manage, and tag your image files on your system.",Windows,Free,JPhotoTagger Portable
5337,Repair damaged Adobe PDF files.,Windows,Free to try,PDF Repair Toolbox
5338,Identify file types from binary signatures.,Windows,Free,TrID
5339,Monitor your Generation 1 Enecsys solar system from a local computer.,Windows,Free,Enecsys PC Monitor
5340,Autorun files on your USB device.,Windows,Free,USB AutoRunner
5341,Perform various computer tasks quickly.,Windows,Free to try,Spotlight V2
5342,Configure and start/stop the L2TP & PPTP VPN server in OS X.,Mac,Free,VPN Activator
5343,Overwrite files before deleting with different erasing methods.,Windows,Free to try,1-abc.net File Washer
5344,Bring the fun and functionality of Android to your Windows device.,Windows,Free to try,AMIDuOS Pro 1 (Jellybean 32-bit)
5345,"Shows enumerated usb devices, and allows you to mount external mass storage devices to the filesystem.",Android,Free,Usb Host Controller
5346,Create administration and logon scripts for Windows NT.,Windows,Free,NTLua
5347,Create macros and execute them using voice commands or keyboard/mouse input.,Windows,Free,VoiceMacro
5348,"http://feem. io. At FeePerfect, we believe the greatest sharing is among WiFi buddies. family, friends, co-workers who are already on the same...",Windows,Free,Feem v4 - Share Files Offline for Windows 10
5349,i-Smart Viewer is free iPhone & iPod application to realtime view of DVR systemFeatures of SMART DVR Viewer-Access to DVR -live monitoring : 1 / 4...,iOS,Free,i-Smart Viewer
5350,Perform a variety of calculations on your Windows 8/10 device.,Windows,$1.49,Calculator
5351,Protect and archive all your important personal data files.,Windows,Free to try,BackMaster
5352,"Connect to any Novell, NT, or Linux drive from your Windows computer.",Windows,Free to try,Captain Nemo Pro
5353,In this the limited but therefore free version of Clinometer. It as all features but can not be calibrated. This professional tool called...,iOS,Free,Clinometer - bubble level and slope finder (free edition)
5354,HIDClass driver,Windows,Free,Microsoft SideWinder Game Pad Pro
5355,Clean up your system by deleting temporary files and the Internet cache.,Windows,Free,Windows Tidy Utility
5356,Uninstall programs from Windows Explorer context menu.,Windows,Free,Windows Uninstaller
5357,Scan and repair your Windows registry.,Windows,Free to try,WinUtilities Registry Cleaner
5358,Quickly discover and clean up unneeded files.,Mac,Free,Disk Diag
5359,"Download, manage and transfer files.",iOS,Free,FileMaster
5360,Test the data integrity of any volume connected to your PC.,Mac,Free to try,Vic's Data Integrity Checker
5361,Retrieve wasted space from Outlook PST files.,Windows,Free to try,PSTCompactor Professional
5362,Clean up your computer temporary files.,Windows,Free to try,PC Smart Cleaner
5363,"This app Files To SD Card is used to quickly move, copy or backup files from internal memory to your phone's SD card.",Android,Free,Files To SD Card
5364,Update for the Handspring Visor destkop software,Windows,Purchase,Handspring Visor Desktop for Windows
5365,Manage your daily activities by putting virtual reminders on desktop.,Windows,Free,PNotes Portable
5366,Adjust and control your system with many powerful tweaks.,Windows,Free to try,Win Tweak Manager
5367,"Create, modify, or interact with files from Symbian Mobile Phone Series 60 2nd Edition.",Windows,Free,Easy Symbian Suite
5368,Calculate pi to a specified number of digits up to 32 million.,Windows,Free,Super PI
5369,Suspend or hibernate your system.,Windows,Free,Moo0 SystemCloser
5370,Spectrum Analyzer - analyze acoustic specifics of a room and sound thoroughly and easily.,Windows,Free,Spectrum Analyzer for Windows 10
5371,Generate automatic mouse clicks and drags.,Windows,Free,Mouse Click Generator
5372,Copy files even if they cannot be copied any more by Windows.,Windows,Free,Dust Signs File Copier
5373,Update your Mac notebooks introduced in June 2012.,Mac,Free,Apple MacBook Air and MacBook Pro Update
5374,"An alternative to Microsoft's ""Add/Remove Programs""",Windows,Free,JoneSoft UnInstall Cleaner
5375,Convert XPS files to image format with ease.,Windows,Free,XPS to Images Converter Portable
5376,"Print, e-mail, edit or export file lists from your different drives.",Windows,Free,1-abc.net Folder-To-TXT
5377,Recover lost files and entire partitions.,Windows,Free,Eassos Recovery
5378,Convert multiple files from ANSI code into Unicode.,Windows,Free,Ansi2Uni
5379,Check multiple Gmail accounts for new mail and display notifications.,Windows,Free to try,Gmail Notifier Pro Portable
5380,Recover data and remove bad sector from your hard disk/drive.,Windows,Free to try,Magic iPod
5381,Find and repair problems in your Windows Registry.,Windows,Free to try,RegBooster
5382,Recover data from SD memory cards.,Windows,Free to try,iLike SD Card Data Recovery
5383,quickly change/restore system icons,Mac,Free,LiteIcon
5384,Rename bulk amount of files and folders on your computer.,Windows,Free,Ant Renamer
5385,Create and customize batches of folders quickly and easily.,Windows,Free to try,Batch Folder Creator (Personal Edition)
5386,Convert your XLS files into JPEG images.,Windows,Free,XLS to JPEG Converter 3000
5387,Control your computer's volume to avoid uncomfortable situations.,Windows,$4.99,Volume Concierge
5388,Mount a floppy image file as a virtual floppy drive.,Windows,Free,Simplified Virtual Floppy Drive (VFD)
5389,Get useful tools for all of those who works with pixels.,Windows,Free,MioToolbox
5390,"Organize, view, edit, and protect your documents.",Windows,Free to try,Documents Expert
5391,Apply a variety of operations to a large amount of files and folders.,Windows,Free,Drag and Drop Robot
5392,Manage and control the LaCie hard drives.,Windows,Free,LaCie Desktop Manager 
5393,Download any file from thousand sites. Fast and unique download manager.,Android,Free,GetThemAll Any File Downloader
5394,"""All-in-one"" tool for managing, viewing & sharing text & images",Windows,$10.00,ClipSync Pro
5395,"Reclaim disk space by removing apps, sweeping large files, finding duplicate files.",Mac,Free to try,Sponge
5396,Rescue all lost or missing media files from iPod.,Windows,Free to try,DDR iPod Recovery
5397,Create archive file in ZIP file format and disk partition image.,Windows,Free to try,X-Backup
5398,Checks free volume/disk space and prevents crashes,Mac,Free,Mounty
5399,Print labels on A4 / Letter / custom paper or adhesives using ordinary printers.,Windows,Free,UniBarcode Lite
5400,Calculate and compare MD5 hash between your files.,Windows,Free,MD5hasher
5401,"With Flux Player you can use your iPhone, iPad or iPod touch for download, transfer and access of content such as DVDs, videos, audio books, music,...",iOS,Free,Flux Player
5402,Investigate Win socket traffic and algorithm.,Windows,Free,Socket Spy
5403,Move and re size windows without clicking and dragging.,Windows,Free,FreeSnap
5404,Optimize and monitor your system memory.,Windows,Free to try,Memory Improve Master
5405,Convert word documents to EPUB format.,Windows,Free,Aspose Words Express
5406,Compile a list of installed apps on your android device easily.,Android,Free,List My Apps
5407,"Split, join, and e-mail any file for Windows.",Windows,Free to try,Any File Split & Join
5408,Upload photos to your network automatically.,Mac,Free to try,Eye-Fi Center
5409,Get the file manager for your Linux system.,Linux,Free,Nautilus for Linux
5410,Recover deleted and erased data.,Windows,Free to try,DDR NTFS Recovery
5411,Find and recover lost or corrupted file system components.,Windows,Free to try,Urgentrecovery Professional
5412,"Organize files you are working on, just downloaded, or want to keep handy.",Mac,Free to try,Fresh
5413,Maintain control and achieve the highest energy efficiency for your Android device.,Android,$6.83,JuiceDefender Ultimate
5414,"Naughtify - Naughty emoji for iMessage, Facebook Messenger, Skype, Email and more.",iOS,Free,Naughtify - Sexy Adult Emoji for Naughty Couples
5415,Play your games using whatever controls you want.,Windows,Free,GlovePIE 
5416,Run Windows application and games on your linux PC.,Linux,Free to try,CrossOver for Debian/Ubuntu (32-bit)
5417,Find and remove redistributable packages. ,Windows,Free,TikiOne Steam Cleaner
5418,"Trace changes in: files, registry, startup applications and services.",Windows,Free to try,SysTracer
5419,Protect your health by eliminating eye strain.,Windows,Free,LookAway
5420,"Connecting JVC Everio camcorder and your smartphone/tablet with Wi-Fi(R), this application software enables you to enjoy a variety of usage and...",iOS,Free,Everio sync. 2
5421,Find and remove duplicate files on computers and compare files by CRC.,Windows,Free,Duplicate Filter
5422,Patch repairs error where computer stops responding when you start the program,Windows,Free,Microsoft Streets and Trips 2002
5423,Synchronize your files and folders.,Mac,Free to try,File Synchronization
5424,Access or deny the permissions to load kernel drivers.,Windows,Free to try,NoVirusThanks Driver Radar Pro
5425,"Synchronize all types of files between your PC and laptop, network computers, other storage devices.",Windows,Free,Free File Sync
5426,Manage your Send To files.,Windows,Free,EasyCut
5427,Hide windows on your desktop and unhide them when the coast is clear.,Windows,Free to try,Boss Button
5428,Add search feature to commonly used programs.,Windows,Free,Listary
5429,Find and install the best drivers for your PC.,Windows,Free to try,Ashampoo Driver Updater
5430,Recover your videos from scratched DVDs.,Windows,Free,Get My Videos Back
5431,Back up data from one hard disk to another.,Windows,Free to try,Arctor File Repository
5432,"Rename your music, image, video, and ZIP files in batches.",Windows,Free to try,Digital Camera Photo MP3 File Renamer Pro
5433,Clean up your explorer context menu.,Windows,Free,MenuMaid
5434,Monitor the efficiency of your company printers usage.,Windows,Free to try,Printer Activity Monitor
5435,Resolve problems with IIS products quickly and easily.,Windows,Free,IIS Diagnostics Toolkit (x86)
5436,Keep your monitor to power save mode.,Windows,Free,BlackTop (64 bit)
5437,Get a lightweight Ubuntu based distribution.,Linux,Free,Kuki Linux
5438,Remove all the unwanted history data on your computer.,Windows,Free,Square Privacy Cleaner
5439,Unplug your PC at a set time everyday.,Windows,Free to try,Green PC Power Saver
5440,Recover images and videos from digital camera or mobile phone memory card.,Windows,Free,PixToolz Undelete
5441,Update for Mountain Lion 10.8.2.,Mac,Free,Apple OS X Mountain Lion 10.8.2 Supplemental Update
5442,Hide and show the Windows taskbar.,Windows,Free,TaskBar Hider
5443,"Display calibrator for LCDs, CRTs, plasma displays, and projectors.",Mac,Free to try,SuperCal
5444,Automatically capture and save screenshots while you work.,Windows,Free to try,Automatically Take Screenshots Software
5445,Turn a common computer into a full multimedia production studio.,Linux,Free,ArtistX Linux
5446,Optimize your broadband connection.,Mac,Free to try,Apple Broadband Tuner
5447,Search for duplicate files and organize your collections better.,Windows,Free to try,CloneSensor
5448,"Shows free space on startup disk, alerts if below chosen limit.",Mac,Free,SpaceControl
5449,Protect and backup your most important data on your PC.,Windows,Free to try,Backup4all Professional
5450,Create presentations with CD autorun functionality using an HTML editor.,Windows,Free to try,EZ Presentation
5451,diagnose & repair a system,Windows,$15.00,PC Surgeon
5452,Automate executions of programs and scripts on your system.,Windows,Free to try,AdTempus
5453,UnlimDownloads is a full featured download manager for iOS This initial version supports the following file formats:-pdf-zip (extraction...,iOS,Free,UnlimDownloads
5454,Increase the performance of your SSD drive.,Windows,Free to try,SSD Fresh
5455,bible of the medical ward,Windows,$59.95,The Washington Manual of Medical Therapeutics
5456,Control your repeated mouse and keyboard tasks automatically with ease.,Windows,Free,Autobot
5457,Fix all types of broken or unknown file extensions.,Windows,Free to try,Advanced File Fixer
5458,Backup Thunderbird emails and settings.,Windows,Free to try,Static Thunderbird Backup
5459,Update your Apple Mac OS X Yosemite system.,Mac,Free,Apple Mac OS X Yosemite Update
5460,Rename thousands of files at a time.,Windows,Free to try,Group Files Rename
5461,Get acquainted with EZ image format.,Windows,Free to try,EZReader
5462,"Test stability, performance, and detect various devices attached to your PC.",Windows,Free,System Stability Tester (64-Bit)
5463,Delete temporary files automatically.,Windows,Free,EraseTemp
5464,Remove various Trojans from your PC.,Windows,Free,Zeus Trojan Remover Portable
5465,Control the mouse cursor of your desktop PC with a virtual touchpad.,Windows,Free,RemotePad Server
5466,Recover files folder from mass storage devices Windows normally can't do.,Windows,Free,USB Attrib Cleaning Tool
5467,Remove the unwanted metadata associated with your files.,Windows,Free,Metadata Cleaner
5468,"iDrive Downloader is an advanced file manager which allows you store, view and manage documents on your iDevices. It is integrated with Dropbox and...",iOS,Free,iDrive Downloader and File Manager with Video Music Player
5469,DVD video copy & shrinker,Windows,$29.95,Ahead DVD copy
5470,Save time when organizing the files on your disk.,Windows,Free,File Commander
5471,"Increase the performance, speed, and stability of your PC. ",Windows,Free to try,MyTurboPC
5472,Browse and analyze binary files.,Windows,Free,Binary Viewer
5473,Open damaged files of WinZip format and fix their structure automatically.,Windows,Free to try,ZIP Open File Tool
5474,Control and manage your hard disks.,Windows,Free to try,Paragon Partition Manager Professional (64-bit)
5475,Get information about a users computer.,Windows,Free,TechTool
5476,Limit and create logs of all printing activity on network print server.,Windows,Free,HSLAB Print Logger FE
5477,Backup and synchronize automatically.,Mac,Free to try,Tri-Backup
5478,Protect client and server computers from excessive CPU usage.,Windows,Free to try,CPUGuard
5479,Scan and display status of ports.,Windows,Free,Pscan
5480,Create an image of any site.,Webware,Free,Super Screenshot
5481,Recover damaged ZIP files and restore SFX files.,Windows,Free to try,Zip Recovery Toolbox
5482,"OTG View is an user friendly operating Android application, which allows you to use this software to view live inspection and recording videos...",Android,Free,OTG View
5483,Uninstall programs with one click.,Windows,Free,Menu Uninstaller Ultra
5484,Save battery and keep track of remaining battery percentage.,Windows,Free,BattCursor
5485,Specify who can unlock a workstation.,Windows,Free to try,Unlock Administrator
5486,View and analyze svchost.exe processes running on PC.,Windows,Free,Svchost Viewer
5487,Read and write NFC tags with your PC.,Windows,Free,GoToTags Windows App
5488,Create your invoice from your Google Calendar appointments.,Windows,Free,Google Calendar Invoice Creator
5489,"Provide instant messaging (IM), presence, conferencing, and telephony solutions and enhance enterprise-level collaboration requirements.",Windows,Free to try,Microsoft Lync Server 2010
5490,Save your ink and paper usage.,Windows,Free to try,EcoPrint2 Pro Ink and Paper Saver
5491,Check the key you are pressing with internal code of the key.,Windows,Free,Keyboard Checker
5492,The Cortana Device Setup app will help you get your Harman Kardon Invoke all ready to go.,Windows,Free,Cortana Device Setup for Windows 10
5493,Synchronize Microsoft Outlook data between two computers.,Windows,Free,CodeTwo Outlook Sync
5494,"Create a bootable system using an iPod, external hard drive, USB flash drive.",Mac,Free to try,TechTool Protogo 4
5495,"Manage your time, contacts, and passwords in cross-platform PIM specially designed for ladies.",Windows,Free,Efficient Lady's Organizer Free Portable
5496,Detect and view Serial Presence Detect (SPD) data from RAM modules.,Windows,Free,RAMMon (64-bit)
5497,Organize and manage your files.,Windows,Free to try,PC Controller
5498,Use customized commands to open selected files or folders in Windows Explorer.,Windows,Free,Open++
5499,Automate mouse clicking by triggering specified color.,Windows,Free to try,ColorClicker
5500,Store incremental backup files to zip archives.,Windows,Free,DFIncBackup Home
5501,Automate mouse clicks and repetitive tasks.,Windows,Free,AppRobot Macro Recorder
5502,Optimize and improve your PC performance.,Windows,Free to try,PCHeal
5503,Monitor and store syslog message.,Windows,Free,Star Syslog Daemon Lite Free Suite
5504,Jumps cursor to the default button of dialogs & alerts.,Mac,Free to try,LazyMouse
5505,"Scan, find, and remove all errors.",Windows,Free,Clean Fix Pro
5506,"Recover, scan, and repair your corrupted DBF database files.",Windows,Free to try,Nucleus Kernel - DBF
5507,Take screenshots of a selected area on your screen.,Windows,Free,Cheese
5508,Clean up your system registry and keep your system safe.,Windows,Free,Abyssal Registry Cleaner
5509,Control DMX lighting and other devices suitable for small to large users.,Windows,Free to try,DMX LightShow
