,Description,Platform,Price,Product
3049,Provide updated driver for the RAID system.,Mac,Free to try,Apple Xserve RAID
3050,Windows 2000 Update,Windows,Free,Microsoft Windows 2000 Patch: Standalone SMTP Server Authenticated Unknown Users
3051,Back up and manage client consumption information queues.,Windows,Free,BioStudio MKGraphs (Spanish)
3052,Update AppleShare Agent for ASIP & Macs with OS 9.04 & ROM 4.6 or later.,Mac,Free,AppleShare Agent Update
3053,View and analyze logs.,Windows,Free to try,Log Analytics Sense
3054,"Get your external IP to your e-mail account, so you can access your computer remotely.",Windows,Free,IP101
3055,Control application access through white listing.,Windows,Free to try,Applicationpro 2008
3056,Search of free Wi-fi access points.,Android,Free,Wi-Fi Detector
3057,Administrate networks of machines around the world.,Windows,Free,MONOCRaT
3058,"Make automated TELNET connections to remote host.
",Windows,Free to try,TelCLI
3059,Monitor your Internet connection.,Windows,Free,PingStatus
3060,Download the latest firmware for your Archer C7 V2 Wireless Dual Band Gigabit router.,Windows,Free,Archer C7 V2 Firmware
3061,Allow you to connect to and control your devices.,Linux,Free,RealVNC for Debian (32-bit)
3062,Windows 2000 Update,Windows,Free,Microsoft Windows 2000 Advanced Server Patch: UDP Program
3063,Print the source code of VS.NET 2005 applications.,Windows,Free to try,VSNETcodePrint 2005
3064,Monitor new commits on your repositories.,Windows,Free,CommitMonitor Portable
3065,Monitor e-mail servers public IP addresses in DNS blacklists.,Windows,Free to try,DNS Blacklist Monitor
3066,Get an availability and application performance monitoring solution.,Windows,Free to try,AppsWatch
3067,Transfer files over the net.,Mac,Free to try,iNetCourier
3068,"Monitor servers, applications, web services, websites and network devices. ",Windows,Free to try,Cyclops Hosted Server Uptime Monitoring
3069,Convert AFP to full-page images in TIFF format via input and output folder.,Windows,Free to try,AFP2TIFF Transform Server
3070,Manage data stored in LDAP directories.,Windows,Free to try,Userbooster Light
3071,Enable AirPlay between VLANs by repeating Bonjour traffic between VLANs.,Windows,Free to try,mDNS Repeater
3072,Review your storage usage across mountable volumes.,Windows,Free,StrongBox Storage Assessment Tool
3073,Turn your Android device into a WiFi remote controller.,Windows,Free,Iron Remote Server
3074,Upload files from Windows folders to a server.,Windows,Free,Rightload Portable
3075,Set up a fully functioning Domain Name Server (DNS) on a plain OS X machine.,Mac,$25.00,DNS Enabler
3076,Synchronize a local folder with a FTP server so that the server is up to date.,Windows,Free to try,FTP Synchronization Software
3077,"Convert AFP to RTF, a Microsoft Word format, via hot folder on Microsoft Windows.",Windows,Free to try,AFP2RTF Transform Server
3078,Make HTTP calls to a list of URLs.,Windows,Free,WebCheck.NET
3079,provides ASCII conversions in FileMaker Pro,Mac,Free,Troi ASCII open source plug-in
3080,Share any USB over ethernet in a few clicks.,Linux,Free to try,USB over Network (32-bit)
3081,"Log and graph bandwidth usage for WildBlue, Exede, DishNet, and other ViaSat Internet customers.",Mac,Free to try,Satellite Restriction Tracker
3082,Share serial port devices over network turning your computer into a terminal server.,Windows,Free to try,Serial to Ethernet Connector
3083,Java-based distributed computing network platform,Mac,Free,Ubero
3084,Terminal emulators for the Palm Computing Platform,Windows,$15.00,Pocketerm II
3085,Update your Active Directory profile.,Windows,Free to try,HarePoint Active Directory Self Service
3086,Connect to a host with Telnet or SSH-2 and emulate a VT220 terminal.,Mac,Free to try,Mocha Telnet
3087,Sends memo(s) using the http post method,Windows,Purchase,Memo2Web
3088,Remove inactive and outdated AD accounts.,Windows,Free to try,Lepide Active Directory Cleaner
3089,Optimize and secure your WiFi connection.,Windows,Free,Plugged
3090,Embed web server and secure your project. ,Windows,Free,yaSSL Embedded Web Server
3091,Pack affiliate id named custom build to a new exe file.,Windows,Free to try,AffiliateEXE
3092,Display your IP and proxy address.,Windows,Free,IP Declare
3093,Connect to the clients remotely and access desktop and files.,Windows,$15.00,NeoRouter Mesh Portable
3094,Virus scanner for CommuniGate Pro,Mac,Free,CGvirusscan
3095,Create a connection for client to connect and monitor the hosts.,Windows,Free to try,HS Host Monitor Server
3096,Set your Android device profiles based on the wireless networks in range.,Android,Free,Wiggle Lite
3097,Create Wi-Fi hot spot and share Internet connection.,Windows,Free,MySpot
3098,Diagnose and troubleshoot TCPIP connection errors.,Windows,Free,Why Can't I Connect?
3099,Monitor your network equipped with Comlan Networking gear.,Windows,Free,Comlan Monitoring Software
3100,webtraffic analysis system with password protection,Windows,Purchase,LunaStat
3101,Track hardware and software inventory.,Windows,Free to try,Steel Network Inventory
3102,Run multiple SNMP sessions and save results into a file.,Windows,Free,JSNMPWalker
3103,Create and lookup IP based DNS blacklists on PC.,Windows,Free,DNS Blacklist Editor
3104,Transfer data simultaneously over multiple lines.,Windows,Free,Argus
3105,Manage computers in a shared environment.,Windows,Free,intelli-NET
3106,Manage and configure virtual machines in real time. ,Windows,Free,Free ManageEngine VM Configuration Tool
3107,Build your Gateway server and share Internet connection in the LAN.,Windows,Free to try,InternetShare Home
3108,"Transfer, access, share and synchronize files online. ",Windows,Free,VOSI.biz File Explorer (64-bit)
3109,Monitor application performance or IT operations online.,Windows,Free to try,Boundary Application Monitoring
3110,Perform power management for remote computers in a single click.,Windows,Free to try,Remote Shutdown by LizardSystems
3111,Change settings upon available networks.,Windows,Free to try,NeighborhoodIdentifier
3112,Query the WHOIS data with TLDs support.,Windows,Free,Mr.Who
3113,View various hidden parameters of a Data Card.,Windows,Free,Daanav Data Card Check
3114,Renders PHP files to static HTML to use on non-PHP servers,Mac,$15.00,PrePHP
3115,Monitors critical services on your servers.,Windows,Free to try,ITSBITS Job-1 Services Monitoring
3116,Ping a list of hosts specified in a text file.,Windows,Free,Serial Pinger
3117,"Organize, sort, access, and stream all your media files on your home network and beyond.",Windows,Free to try,Genialist Media Server
3118,Connect to your PC from any device in a local network.,Windows,Free to try,myWebMachine
3119,Improve the business section of the site to relate with the IC-Network Web site.,Windows,Free,IC-Desktop - Patch
3120,"Switch browsers, ftp applications, or even terminals without having to update favorites.",Mac,Free to try,Go
3121,Ping a host to see if it's alive.,Windows,Free,One Ping Only
3122,"Quickly sanity check, search and document ZENworks NAL objects.",Windows,Free,NALalyse
3123,Provide paper usage reports for printer management.,Windows,Free to try,PrintGopher
3124,Scann TCP and UDP ports and display real-time information.,Windows,Free,Advanced PortChecker
3125,"Apply the ""Title"" column for new documents in SharePoint.",Windows,Free to try,XStream SharePoint Document Auto Title
3126,Find out who logged on to which computer.,Windows,Free to try,ADUC PeopleAdmin
3127,Extract domain names from specified links.,Windows,Free to try,Extract Domain From URLs Software
3128,Monitor and email changes to your Mac's internal and external IP addresses to select recipients.,Mac,Free to try,IPSentinel
3129,"Monitors, groups, and controls IPMI equipped servers and devices.",Mac,$9.99,Luminous
3130,Display your IP address information at your desktop.,Windows,Free,IPDeskBox
3131,Deploy a point and click Apache web server for Mac OS.,Mac,Free to try,Tenon WebTen
3132,"Audit, manage, and upgrade the security of your network.",Windows,Free to try,NTFS Security Management Suite
3133,Connect to a remote technician with just a single click.,Windows,Free to try,Geeks On Demand Calling Card
3134,Search the Web and share you findings with the searchons community.,Windows,Free,Searchons Addon
3135,"View, collect, and analyze real-time Netflow data.",Windows,Free to try,Promcis Netflow Collector
3136,Shows how much traffic occurs on a specified network device.,Linux,Free,Netspeed for Linux
3137,Watch live surveillance video streams fast and simple.,Android,Free,Spotvision Plus
3138,Monitor vital parameters of Microsoft HyperV platform.,Windows,Free,ManageEngine HyperV Performance Monitor
3139,Monitor your critical IP devices continuously.,Windows,$295.00,RoutePlotter
3140,Know which MQ components are installed and active on a particular server.,Windows,Free,MQWhat 
3141,Scan for open ports in a computer.,Windows,Free,AS-Port Scanner
3142,mail server,Mac,$39.00,MailSafe light
3143,"closes OT/PPP connection, optionally quitting a user-defined list of apps",Mac,Free,OT/PPP Disconnect
3144,Detect potential vulnerabilities in your network.,Linux,Free,Nessus for Fedora (64-bit)
3145,Repair and backup AppleShare data files.,Mac,Free,AppleShare IP First Aid
3146,Inbound POP3 and IMAP router for exchange server.,Windows,Free to try,POPBeamer for Windows NT 4.0
3147,Analyze status of active directory domain controllers.,Windows,Free,Lepide DC Monitor
3148,Manage and share your media files via online file storage.,Windows,Free,Homedisk (64-bit)
3149,"Connectivity health checks, network discovery, speed tests, notifications of connectivity issues.",Mac,Free,Fing
3150,Pprovide your clients remote assistance and support.,Windows,Free to try,VisualControl
3151,Connect to the clients remotely and access desktop and files.,Windows,$15.00,NeoRouter Mesh
3152,"Perform bulk search, create, edit, or remove actions.",Windows,Free to try,ADUC BulkAdmin
3153,View network statistics and perform DNS and IP lookup.,Windows,Free,Signal Netstat 
3154,Locate Wi-Fi hotspots from your Android device.,Android,Free,Wi-Fi Locator Free for Android
3155,Check for new pictures and videos to upload to your network storage on your Android device.,Android,Free,Upload 2 NAS Lite
3156,Test and diagnose CAN/CANopen networks on PC.,Windows,Free to try,Fullmo Kickdrive
3157,Connect your computer remotely with a Dynamic IP.,Windows,Free to try,DNS Updater 
3158,Monitor metrics of AMI instances.,Windows,Free,ManageEngine Free EC2 Health Monitor
3159,Monitor and auto-recover hosts and services in local and remote networks.,Windows,Free to try,ServersMaster
3160,Perform a variety of network test right in your browser.,Windows,Free,Test-net.org
3161,Provide a powerful Microsoft Exchange Server reporting tool.,Windows,"$1,038.00",ARK for Exchange Server (ARKES)
3162,Perform configuration and testing tasks for CAN/CANopen networks.,Windows,Free,Kickdrive Zero
3163,Get guidance to get you started with planning your topology.,Windows,Free,"Microsoft Lync Server 2010, Planning Tool"
3164,Monitor multiple IP addresses from your PC.,Windows,Free,BATIP
3165,Quickly access the desired services and apply actions.,Windows,Free to try,SvcChief
3166,Keep track of your network asset information.,Windows,Free,Expert Network Inventory
3167,Document data center and branch office infrastructure.,Windows,Free to try,Cisco Documentation Toolkit
3168,Keep track of your network asset information.,Windows,Free,Expert Network Inventory
3169,Document data center and branch office infrastructure.,Windows,Free to try,Cisco Documentation Toolkit
3170,Dump sFlow packets which receive from sFlow enabled servers.,Windows,Free,Paessler sFlow Tester
3171,Get a Sky Broadband e-mail setup for Outlook Express.,Windows,Free,Support Video
3172,Allowing many workstations to backup to a central server.,Linux,Free,AFBackup Manager for Linux
3173,Share your ADSL broadband connection.,Windows,Free to try,InternetShare
3174,Examine mailboxes of selected domain.,Windows,Free,Chily Offline Folder Report
3175,Access your scanner from any device via Web browser.,Windows,Free to try,Scanique.Web
3176,Forward data between serial ports and establish communication.,Windows,Free to try,HsTcp2Com Professional Edition
3177,"net access, management, content filtering system",Mac,Purchase,KEYstudent
3178,Restore data from corrupted EDB files.,Windows,Free to try,EDB Repair Kit
3179,"Performs specific actions on, and/or query information from any number of servers and workstations.",Windows,Free,AutoAdministrator
3180,"Send single, non-replayable, messages to many Mac computers at once.",Mac,Free,NetDispatch
3181,Parse network captures and interpret remote procedure calls.,Windows,Free,Microsoft Exchange RPC Extractor
3182,manage running applications,Mac,Free,ChatKillerX
3183,Create a HTTP tunnel to take over the TCP traffic to manipulate requests and responses,Windows,Free,TCP Over HTTP Tunnel
3184,Filter all native EIMS log documents.,Mac,Free to try,Athenaeums
3185,Scan and view all software components installed on computers in your network.,Windows,Free to try,Trogon Network Inventory
3186,Upload Multiple-Files Bulk Solution for SharePoint Document Libraries.,Windows,Free to try,UploadZen
3187,Establish remote access and VPN solution for your network.,Linux,Free,NeoRouter Free Client for Red Hat Enterprise and CentOS (32-bit)
3188,For Epson internal 10/100 BaseTx print servers,Windows,Free,Epson Internal Home Page Update
3189,Manage and share your media files via online file storage.,Windows,Free,Homedisk (32-bit)
3190,Manage and change the configurations of the network devices.,Windows,Free to try,Net LineDancer
3191,Monitor your WAN IP address and send e-mails.,Windows,Free to try,Automatisation S.P MyIP
3192,Explore your network and calculate the address change.,Windows,Free,ExploreMyNetwork
3193,Sends signals over port 80 to keep the Internet connection alive.,Windows,Free,KknA
3194,Allows connection to a PPTP based Virtual Private Network.,Linux,Free,PPTP Client for Red Hat Linux (64-bit)
3195,Exchange text messages and share files between PCs and Android devices over LAN.,Android,Free,Fat Chat
3196,Accessible IP address geocoding.,Mac,$3.99,IPinator
3197,"One place to store all your vital computer, e-mail, and internet information",Windows,$10.00,E-Saver
3198,Know the IP of Websites based on locations.,Windows,Free,LocateIP
3199,Get a software to manage your computer network.,Windows,Free to try,SoftsWeb ManagerManager
3200,Measure and compare downloading speed on various connections.,Windows,Free,Febooti fileTweak Download Speed (64-Bit)
3201,Create wakeonlan packets to computers on your network.,Windows,Free,GWakeonLAN
3202,Host and manage files from your network devices.,Windows,Free to try,SNMP TFTP Server
3203,Monitor Web/Worker Role performance in Azure environment.,Windows,Free,ManageEngine Free Azure Performance Monitor Tool
3204,Detect your PC's location if it is stolen.,Windows,Free,IPFetcher
3205,Track bitly shortened urls from your Windows 8 device.,Windows,Free,BitlyTracker for Windows 8
3206,"Control services, computers, files, accounts, or groups in the LAN.",Windows,Free to try,Adminner
3207,Build an instant private network between computers.,Linux,Free,Remobo for Debian (64-bit)
3208,Allow you to do whois lookups on your Windows 8 device.,Windows,Free,Whois View for Windows 8
3209,Allows error acgi to handle MacASP 404 errors,Mac,Free,MacASP-error acgi bridge
3210,tool to receive remote commands,Mac,$40.00,Say What
3211,"Add multiple users to your domain, and change password of a bulk of users, print users' list.",Windows,Free,Gouser
3212,Share the clipboard with other computers on your local network.,Mac,Free to try,Clipboard Link
3213,Allow you to monitor and update your DNS hosts.,Windows,Free,DynamicDNS for Windows 8
3214,Get a tool for 16-channel relay controller boards of National Control Devices.,Windows,Free to try,Relay Timer R16X
3215,Monitor your LAN and analyze the list of hosts.,Windows,Free,LanMon
3216,Monitor your LAN and analyze the list of hosts.,Windows,Free,LanMon
3217,"Monitor networks, devices, servers, and applications.",Linux,Free,Zenoss for Red Hat Enterprise Linux (64-bit)
3218,Allow you to monitor and update your DNS hosts.,Windows,Free,DynamicDNS for Windows 8
3219,Get the userspace command line program to configure the Linux 2.4.x and 2.6.x IPv4 packet filtering ruleset.,Linux,Free,IPTables for Linux
3220,Manage domain names with database support.,Windows,Free to try,Watch My Domains ISP
3221,Automate your enterprise tasks with this powerful and easy to use job scheduler for the Windows platform.,Windows,Free,Tenth Generation Automation Server
3222,"Monitor network availability, detect bottlenecks, and improve uptime with an all-in-one tool.",Windows,Free to try,Network Olympus Monitoring
3223,Upload and share files of up to 1 GB,Webware,Free,UploaderBOX
3224,Get a message from a queue and output it to one or more queues.,Windows,Free,Message Multiplexer 
3225,Receive notifications on the status of your network and its resources.,Windows,Free to try,RoCKNet
3226,Perform remote hardware or software object audits and automatic software licensing audits of network computers of a company.,Windows,Free to try,Codenica Audit
3227,Manage IP settings quickly and monitor Internet connection.,Windows,Free,KwaaIP
3228,Control remote services or run remote programs in your LAN.,Windows,Free to try,Service Timer
3229,Establish remote access and VPN solution for your network.,Linux,Free,NeoRouter Free Client for Ubuntu (64-bit)
3230,Access PC stations on the local network.,Windows,Free to try,EasyRDA Remote Desktop Administrator
3231,Move a message from a central queue to a specific application queue.,Windows,Free,Message Router
3232,Manage active directory computers in different domains.,Windows,Free to try,ASN Active Directory Network Monitor
3233,Create Active Directory password policies with ease.,Windows,Free,Active Directory Password Policy
3234,Listen the log messages via Text-To-Speech.,Mac,Free,Squawker
3235,Share files in enterprise with colleagues and customers over the internet.,Windows,Free to try,Teleporter
3236,Enhance JDisc Discovery  functionality by a network topology detection component.,Windows,Free to try,JDisc Networking Add-On
3237,Monitor real-time data flow and capture them for data analysis.,Windows,Free to try,SUDT SerialTrace
3238,Provide an openly redistributable reference implementation of the network software.,Linux,Free,NTP for Linux
3239,Launch a Web page in Internet Explorer's kiosk mode.,Windows,Free,KioskLaunch
3240,Tracks bandwidth usage for your Fritz!Box.,Mac,$5.99,FritzBoxMonitor
3241,Copy files on LAN network.,Windows,Free to try,Daedrasoft Unstop Lan Copy
3242,Share files in enterprise with colleagues and customers over the internet.,Windows,Free to try,Teleporter
3243,Enhance JDisc Discovery  functionality by a network topology detection component.,Windows,Free to try,JDisc Networking Add-On
3244,Monitor real-time data flow and capture them for data analysis.,Windows,Free to try,SUDT SerialTrace
3245,Keep track of your internet usage on PC.,Windows,Free to try,BWTracker
3246,provides a GUI front end for the dnetc distributed client,Mac,Free,dnetc Wrapper
3247,Get reports on MS Exchange servers activity and messaging.,Windows,Free to try,MAPILab Reports for Exchange Server
3248,Set your Android device profiles based on the wireless networks in range.,Android,$1.99,Wiggle Premium
3249,Change IP address of your application to country code.,Windows,Free,BATIPCC
3250,Identify and report on VMs and hosts running Hyper-V in your network.,Windows,Free to try,Vyapin Virtualization Management Suite
3251,"Ping single, groups, and ranges of IP's using IPv4 and IPv6 protocols.",Windows,Free to try,Ping-xPert
3252,Retrieve file system rights from file servers across your network from behind your own workstation.,Windows,Free to try,ADUC CollectAdmin
3253,Explore available ZigBee Nodes in search range.,Windows,Free,Bee Explorer
3254,Establish remote access and VPN solution for your network.,Linux,Free,NeoRouter Free Server for Fedora (64-bit)
3255,Monitor IP addresses of devices on your network.,Windows,Free,Wake Remote Computer Service
3256,Establish central control over traffic and security in physical or virtual network.,Windows,Free to try,Bandwidth Manager and Firewall
3257,Administrate services and processes on computers across your network.,Windows,Free to try,ADUC ScanAdmin
3258,"Provide a mass pinger, website monitor and network scanner.",Windows,Free,TechString
3259,Perform full server monitoring.,Mac,Free to try,Syslog Center
3260,Request and copy your public IP address for immediate network troubleshooting issues.,Windows,Free,AS-CopyIP
3261,Remotely manage multiple PC/Servers local groups at once.,Windows,Free,Remote Group Manager for Windows
3262,Automate any task for the PCs in a network.,Windows,Free to try,Ka Firetask Pro
3263,Keep track of Windows CD Keys or Serial Numbers,Windows,$6.00,WinDigits - Monochrome Version
3264,Provide customizable Java proxy server for rewriting and Web Access Management.,Windows,Free to try,Muse Proxy
3265,Automate any task for the PCs in a network.,Windows,Free to try,Ka Firetask Pro
3266,Keep track of Windows CD Keys or Serial Numbers,Windows,$6.00,WinDigits - Monochrome Version
3267,Find out who owns a domain.,Windows,Free,MAMSoft Whois
3268,Request and copy your public IP address for immediate network troubleshooting issues.,Windows,Free,AS-CopyIP
3269,Remotely manage multiple PC/Servers local groups at once.,Windows,Free,Remote Group Manager for Windows
3270,Perform full server monitoring.,Mac,Free to try,Syslog Center
3271,enables the use of Applescript CGIs with apache servers,Mac,Free,peacePipe
3272,Ping or to traceroute IP address from multiple locations.,Android,Free,IPTools
3273,Find inactive or inaccessible AD users and clean/refresh the accounts.,Windows,Free to try,ASN AD Inactive Account Tracker
3274,Monitor DSL connection and status of ADSL or VDSL.,Windows,Free,RS-W
3275,Validate secure DNS and stub-resolvers with recursive caching.,Windows,Free,Unbound
3276,?ontrol the computer using the SMS-messages received by a computer connected to a 3G-modem.,Windows,Free,SMS Assistant
3277,Manage the computers in different domains/OUs.,Windows,Free to try,ASN Active Directory Network Manager
3278,Monitor your network and analyze the overall statistics.,Windows,Free,jNetPort
3279,"Locate desktop compliance, configuration, and performance.",Windows,Purchase,DesktopAnalyzer
3280,Monitor and evaluate Domain Controller status.,Windows,Free,Chily DC Monitor
3281,synchronize a local site and a remote FTP site,Mac,Free,MacFTPTools
3282,Ã???Ã??Ã?Âºecognize IP address from the text and format the IP address automatically.,Windows,Free,mmIP
3283,"View upload, download, and FAP parameters from your Surfbeam2 RM4100 modem.",Windows,Free,Surfbeam2 Status
3284,Send and receive faxes or text pages.,Linux,Free,HylaFAX Server for CentOS (64-bit)
3285,Menu bar app for monitoring your New Relic Dashboard.,Mac,$0.99,New Relic Menu Bars
3286,Configure and switch network settings without entering Windows TCP/IP configuration panel.,Windows,Free to try,Blue IP and Wi-Fi Manager
3287,Generate executable files for your Java programs.,Windows,Free to try,NativeJ Express
3288,Collect vital system information from your network of Windows based computers.,Windows,Free to try,QueryShark(64 bit)
3289,Configure and switch network settings without entering Windows TCP/IP configuration panel.,Windows,Free to try,Blue IP and Wi-Fi Manager
3290,Send and receive TCP and UDP packets.,Windows,Free,P.Sen
3291,Monitor server up time and ping or send HTTP requests to servers and receive notifications.,Windows,Free,Server Alerts
3292,Monitor the performance of your virtual environments.,Windows,Free,VMTurbo Virtual Health Monitor (Openstack/KVM Environments)
3293,Turn your Android device into a WiFi remote controller for Windows PC.,Android,Free to try,Iron Remote
3294,Share the clipboard of your computer with other computers on your local network.,Windows,Free to try,Clipboard Link
3295,View your internal and external IP addresses.,Windows,Free,MyIPHelper
3296,"Execute VBScripts, and control remote connections.",Windows,Free to try,EZShell
3297,"Organize, track, and manage multiple naming domains.",Windows,Free to try,Watch My Domains Professional
3298,"Monitor networks, devices, servers, and applications.",Linux,Free,Zenoss for Fedora (64-bit)
3299,Analyzes FileMaker Server logs,Mac,$129.00,SmartLog for FileMaker Server
3300,"Search your PC remotely from Smartphone, tablet, or Web browser.",Windows,Free to try,SearchYourDesktop
3301,Display the status of a list of servers.,Windows,Free,ServerStatus 
3302,Windows 2000 Update,Windows,Free,Microsoft Windows 2000 Patch: Telnet Server Denial of Service
3303,Turn your Android device into a professional tool.,Android,Free to try,WiTuners Mobile
3304,Execute commands on multiple shells.,Linux,Purchase,KeyBox
3305,"Collect, view and analyze real-time Netflow data.",Windows,Free to try,Promcis Netflow Collector x64
3306,"Create groups, assign schedules to manage power policies or administrative tasks in your LAN. ",Windows,Free,Utopia Power Manager
3307,Maintain a record of remote system details and manage them remotely.,Windows,Free to try,NetRCM Portable
3308,"Analyze network to diverse applications, including websites, and mobile application.",Windows,Free to try,SuperGIS Network Server
3309,Monitor hardware and software inventory of computers and users.,Windows,Free to try,MagikInfo
3310,Monitor and get alerts of network continuity of servers.,Windows,Free,MassPinger
3311,"Check, alert, and report all your networked hardware and software in non-stop mode.",Windows,Free,Appchkr
3312,Scan any file or registry data on your network and export results into several formats.,Windows,Free to try,ZOLA Remote File Search
3313,Implement signaling for ISDN-PRI and ISDN-BRI on your Linux system.,Linux,Free,LibPRI for Linux
3314,"Perform packet capturing and decoding, network monitoring, and automatic diagnosing.",Windows,Free to try,Capsa Standard
3315,"Check, alert, and report all your networked hardware and software in non-stop mode.",Windows,Free,Appchkr
3316,Use your android device as a virtual multi touch gamepad for Windows OS via Bluetooth.,Android,Free,RacePad
3317,Switch between sites on IIS 7/8 quickly.,Windows,Free to try,Skatrix IIS Admin
3318,Establish remote access and VPN solution for your network.,Linux,Free,NeoRouter Free Client for Ubuntu (32-bit)
3319,Build your own network communication of service based component.,Windows,Free,Licas
3320,Collect relevant data for Web site marketing and maintenance.,Windows,Free to try,Vital Web Tools
3321,Monitor all layers of IT infrastructure.,Windows,Free to try,MindArray Minder
3322,"Find expiring, expired, vulnerable, or rogue SSL certificates in your local network or Internet.",Windows,Free to try,XenArmor Network SSL Certificate Scanner
3323,"Monitor downtime of Web sites, e-commerce apps, and servers.",Windows,Free to try,Star Device Monitor
3324,This update contains a number of fixes for the Service Manager 2010 release.,Windows,Free,System Center Service Manager 2010 Cumulative Update 2
3325,Run any application or program as a Windows NT service.,Windows,Free to try,ServiceMill (64-bit)
3326,Get system notification messages.,Windows,Free,Systems Log Personal
3327,Provision and manage virtual networks using an INI like configuration file.,Linux,Free,Dynagen for Fedora
3328,"remotely optimize, secure & parameterize windows",Windows,$64.00,IDEAL Secure 2008
3329,Capture the active window or desktop and upload it automatically.,Windows,Free to try,BZBezCapture
3330,Actively manage the use of your Internet and network resources.,Windows,Free to try,WinGate (64-bit)
3331,Visualize the flow of your local network interfaces.,Windows,Free,PSIsniff
3332,launch & quit apps automatically with your internet connection,Mac,$8.00,ConneXcellent
3333,Manage group policy objects in Microsoft Windows active directory domains.,Windows,Free to try,GPOJack
3334,Monitor servers availability within your business environment.,Windows,Free,Server Management Console
3335,"Manage event, monitor performance, and maintain report and graph from network devices.",Linux,Free,NetXMS Server for Debian (64-bit)
3336,Check the DNS live for every 60 seconds.,Windows,Free,dnspchecker
3337,Limit access to network computers.,Windows,Free to try,APT Computer Access Manager
3338,Manage and organize your network connected devices.,Windows,Free,ScanEngine Explorer
3339,Inbound POP3 and IMAP router for exchange server.,Windows,Free to try,POPBeamer for Windows 2000 (64-bit)
3340,Capture remote screenshots.,Windows,Free to try,ZOLA Remote Screenshot Taker
3341,"Analyzes server/client environment, reports in web browser",Windows,Free,Envirolyzer
3342,Communicate with SSH servers using .NET based client components.,Windows,Free to try,SSH Factory for .NET
3343,Check the availability and response time of a series of hosts graphically.,Windows,Free,MOBZPing(32-bit)
3344,Create multiple user accounts on your Windows Domain pulling user information from CSV files and/or databases.,Windows,Free to try,User Creation Wizard
3345,"Determine if a host is ""reachable"" and check the quality of the connection.",Windows,Free to try,Universal Fast Ping
3346,Measure the rate of speed of TCP and UDP between two systems.,Windows,Free,FBENCH Tthroughput Benchmark Portable
3347,"Verify, monitor and configure the operation of the NTP server.",Linux,Free,NTP beta for Linux
3348,Audit all SQL servers in the network with specialized auditing tool.,Windows,Free to try,LepideAuditor for SQL Server
3349, Remote connections reporting utility.,Mac,$8.00,PPP Report
3350,Get a network flow sensor for Windows supporting NetFlow and IPFIX protocols.,Windows,Free to try,fSonar
3351,Provision and manage virtual networks using an INI like configuration file.,Linux,Free,Dynagen for Linux
3352,Access DNS-323.,iOS,$1.00,DNS-323-Pro
3353,javascript server-side,Mac,Free,Openmocha
3354,Utility that tells you your public IP address.,Mac,$1.99,My IP
3355,Connect two Windows computers and transfer files without the hassle of setting up a network.,Windows,Free to try,Konnektor
3356,"Get a free, standalone HL7 Integration Engine and Interface building tool.",Windows,Free,Smart Integration Express Manager
3357,Convert EXE(s) to MSI package ready for distribution across networks.,Windows,Free to try,PC Remote Software Deployment
3358,"Manage computers in a network, domains, and organizational units.",Windows,Free to try,Adsysnet Active Directory Network Manager
3359,Audit changes made to configuration parameters in Exchange environments.,Windows,Free to try,NetWrix Exchange Change Reporter
3360,Manage and change the configurations of the network devices.,Linux,Free to try,Net LineDancer for Linux
3361,"Solve the dynamic IP issue, and check your latest IP address.",Windows,Free,Get Back My IP
3362,Send and receive faxes or text pages.,Linux,Free,HylaFAX Client for CentOS (32-bit)
3363,Internet gateway connects SnapMail 3 networks to the net,Mac,$19.50,InterSnap
3364,Get the reports about your company`s Active Directory organization and objects. ,Windows,Free to try,MAPILab Reports for Active Directory
3365,Distribute and consume streaming time-series data from multiple parties.,Windows,Free,openPG
3366,Get an open source LDAP software suite.,Linux,Free,OpenLDAP for Linux
3367,Enables the LDAP server built into Mac OS X.,Mac,Free,LDAP Enabler
3368,Get a tool for 4-channel relay controller boards of National Control Devices.,Windows,Free to try,Relay Timer R4X
3369,Recover deleted Active Directory objects.,Windows,Free to try,Cobynsofts AD Object Recovery
3370,Deletes network trash folders left behind by OS 9,Mac,$5.95,Dustman
3371,Ping multiple hosts and check the availability.,Windows,Free,PingyThingy
3372,code blue documentation software,Windows,$25.00,CodeDoc
3373,Calculate the network performance aver your network.,Windows,Free,IENetP Test Tool
3374,Track the changes made in Exchange Server.,Windows,Free to try,LepideAuditor for Exchange Server
3375,"Monitor networks, devices, servers, and applications.",Linux,Free,Zenoss for openSUSE
3376,Establish remote access and VPN solution for your network.,Linux,Free,NeoRouter Free Server for Red Hat Enterprise and CentOS  (32-bit)
3377,Manage modern network infrastructure,Windows,Free to try,Nectus Network Discovery and Monitoring
3378,Allow you to connect to and control your devices.,Linux,Free,RealVNC for Red Hat (64-bit)
3379,Check IP address of external WAN.,Windows,Free,Tiny IP APP
3380,Develop embedded communication with protocols and services.,Windows,Free,FNET Portable
3381,cross platform instant messaging for office networks,Mac,$119.95,QuickConference
3382,Obtain the grid stats of the user information.,Windows,Free,NMTopUsers (32-bit)
3383,Use a web-based system configuration tool for Unix-like systems.,Linux,Free,Webmin for Linux
3384,Find all network interface cards installed on your PC with their vendor names.,Windows,Free,Macvendors.co Lookup
3385,"Automate Active Directory management, generate reports.",Windows,Free to try,Borna Active Directory Manager
